"","Doc01.txt","Doc02.txt","Doc03.txt","Doc04.txt","Doc05.txt","Doc06.txt","Doc07.txt","Doc08.txt","Doc09.txt","Doc10.txt","Doc11.txt","Doc12.txt","Doc13.txt","Doc14.txt","Doc15.txt","Doc16.txt","Doc17.txt","Doc18.txt","Doc19.txt","Doc20.txt","Doc21.txt","Doc22.txt","Doc23.txt","Doc24.txt","Doc25.txt","Doc26.txt","Doc27.txt","Doc28.txt","Doc29.txt","Doc30.txt","Doc31.txt","Doc32.txt","Doc33.txt","Doc34.txt","Doc35.txt","Doc36.txt","Doc37.txt","Doc38.txt","Doc39.txt","Doc40.txt","Doc41.txt"
"Doc01.txt",0,0.911721065168996,0.909772226066318,0.98327701697121,0.618345279235511,0.911687291338385,0.955283184416761,0.683272406797304,0.93775148928583,0.713887987321183,0.145649567846654,0.23003950514903,0.139793118538191,0.236955667167747,0.206482245481795,0.202844244019126,0.203750698735168,0.0743658343343589,0.12273354424796,0.0669823990827894,0.0660830860465977,0.0622225535532686,0.303914279285963,0.609284221231128,0.485308128147848,0.191136810919812,0.475651641350234,0.461367873441718,0.224943439426286,0.210955434361505,0.442961181947826,0.41140159574125,0.503079168520267,0.446254138144183,0.0626407011454137,0.11934877216546,0.170020380776911,0.50564315260638,0.0379888624181641,0.0885726704622649,0.0777325768782323
"Doc02.txt",0.911721065168996,0,0.697375065718955,0.858911456806653,0.494902604855804,0.815947513233581,0.838937815971864,0.341098768061646,0.800048032570934,0.382069089855451,0.0819225254236847,0.146316979975972,0.0648185259111088,0.148506213218687,0.13648432203307,0.116067648005735,0.0999518375502092,-0.245317915136584,0.0798134316694192,0.0306112650770764,0.051517663118444,0.0298169386489113,0.219325766805563,0.484966048213944,0.395398177939913,0.201365410011441,0.353637451225333,0.3343097174191,0.137355597522948,0.11705653965965,0.430006988013048,0.349510369605531,0.37603813641182,0.350508641640277,-0.0165685431206276,0.00712287818931828,-0.00148464567385,0.441072773654631,0.0188711668424948,0.101826129858753,0.0198875567924746
"Doc03.txt",0.909772226066318,0.697375065718955,0,0.943547661899015,0.634453823954061,0.864637593060145,0.908854108189763,0.877515506802112,0.909257583499134,0.874212056138539,0.114286584317355,0.199762746548443,0.144873256300149,0.251889239161501,0.201453738292094,0.196589457322671,0.221016414108653,0.332644487968164,0.165806395697592,0.0784788833751272,0.136090905182505,0.115316696892337,0.29898862953681,0.579096807605454,0.407629446874075,0.0714543395286766,0.44345407563073,0.457649408993015,0.179736059199976,0.260594756002622,0.343977394574487,0.370524331503372,0.461906714656255,0.434993015670184,0.314574966677436,0.379186593136077,0.461109807580656,0.670960891963208,0.164557497141577,0.269239280989482,0.317625805335586
"Doc04.txt",0.98327701697121,0.858911456806653,0.943547661899015,0,0.660116483775517,0.937570823727317,0.976941252114644,0.736337610513837,0.966056936956591,0.764678394301923,0.090172426419263,0.171697558410385,0.0845031474354814,0.190454037941875,0.184410269166182,0.159068790792861,0.163526355221689,0.102152903555185,0.0928956342400298,0.0738620201712644,0.0537553790962774,0.0378776816773082,0.276320696074949,0.557870909073874,0.423570920436644,0.0510274163013631,0.427671772640077,0.449191842830349,0.220072087520457,0.243735771663754,0.398228921376442,0.413153504868363,0.446757236622048,0.4279326852925,0.0987362660173533,0.14529805552532,0.206489408253535,0.534679846598262,0.0415406477947351,0.105148708590398,0.109897908372137
"Doc05.txt",0.618345279235511,0.494902604855804,0.634453823954061,0.660116483775517,0,0.833678905452582,0.796557927945535,0.409095007673282,0.823401796793873,0.404511876346396,0.163818461369476,0.248645943726261,0.175021279136948,0.334014200902025,0.615185166143512,0.305349626560175,0.357975896989822,0.264148446886991,0.192446985758558,0.0752754878609613,0.157972097427474,0.119120699758895,0.704180423726018,0.782632888680463,0.744307726504251,0.0119545080232479,0.790834124809678,0.857070633083052,0.629260033712233,0.718738209921439,0.832889159329465,0.922820432714259,0.754702598188569,0.8354229553517,0.215846226194498,0.23869531351985,0.295887588951272,0.328037484812358,0.133273841474911,0.157920069986056,0.177288099931356
"Doc06.txt",0.911687291338385,0.815947513233581,0.864637593060145,0.937570823727317,0.833678905452582,0,0.97673626242288,0.590517260805779,0.969267690488282,0.618867090292507,0.081895369713019,0.16546271718951,0.0814417890684732,0.224556139987918,0.394356707709647,0.190628966898773,0.215724218325429,0.16046005375122,0.10552066710706,0.052380444218839,0.0621057246068926,0.0561497983199897,0.363220559164356,0.677692258754723,0.541409220917905,0.034210605802198,0.54908915691972,0.600067905159802,0.275791787106274,0.535608924533733,0.611821291128925,0.644230680686215,0.56986679632677,0.65005258962709,0.0965497701617668,0.129037816532188,0.180142259073329,0.456967840708404,0.0489443673803575,0.0938697638235925,0.0918092602867548
"Doc07.txt",0.955283184416761,0.838937815971864,0.908854108189763,0.976941252114644,0.796557927945535,0.97673626242288,0,0.671183104270441,0.996224977854805,0.696964864095529,0.0887575773397503,0.175176773977169,0.0797100289427485,0.206739588274227,0.291479251077223,0.178019243777965,0.191451177167694,0.108500736007801,0.130230414255465,0.0533839759016808,0.086057101634603,0.0571638713053931,0.404839711449188,0.642702959301204,0.536187726192979,0.0382295427813174,0.544550198575602,0.586879591969615,0.355926698002381,0.374589207053921,0.540912669844682,0.580954547665259,0.547204591854889,0.552683260021562,0.0951770786633587,0.135380874648233,0.194664908973162,0.483885971902955,0.0521166712786138,0.090826272477141,0.0942843077063792
"Doc08.txt",0.683272406797304,0.341098768061646,0.877515506802112,0.736337610513837,0.409095007673282,0.590517260805779,0.671183104270441,0,0.692530320304266,0.987665350561507,0.0967162620344233,0.17036131381068,0.117645604686103,0.171703660511357,0.0531829695563772,0.149335450743578,0.167442261732406,0.545017348898276,0.101985196325559,0.0515397334995176,0.0919765253383956,0.0565517282982397,0.190017889415483,0.423132437076932,0.281847083974864,0.0793264954635114,0.325772483878132,0.341798531235578,0.154095005842822,0.108439290735562,0.0909670653499858,0.157818032334707,0.350984614607816,0.244206730570073,0.235683586872497,0.326390394582986,0.446078843982005,0.482604430030556,0.140449179679473,0.107085672404956,0.224751412672134
"Doc09.txt",0.93775148928583,0.800048032570934,0.909257583499134,0.966056936956591,0.823401796793873,0.969267690488282,0.996224977854805,0.692530320304266,0,0.712104665975651,0.104349025077035,0.193727319057521,0.095590686282098,0.225633674247254,0.307486527761484,0.198212308392906,0.214602345503293,0.134428468527272,0.10595655466699,0.0422863047871072,0.076075635695249,0.0463663528138141,0.445943818280519,0.657877548597681,0.562212992473356,0.02937335559567,0.577246596408794,0.621784677527702,0.410214180514864,0.388076728576781,0.556337582001274,0.611045949459461,0.572306777929276,0.571538247031858,0.11940298327024,0.155769764308659,0.222250761039204,0.485231788992413,0.0612914761639348,0.102159917443837,0.11448552179049
"Doc10.txt",0.713887987321183,0.382069089855451,0.874212056138539,0.764678394301923,0.404511876346396,0.618867090292507,0.696964864095529,0.987665350561507,0.712104665975651,0,0.0853496610736123,0.15953299086655,0.0985940207594215,0.156061615711734,0.0531521792988694,0.131198982388636,0.14848770737565,0.510550733926855,0.10461095100643,0.104674845501543,0.0912521908642259,0.106870380028313,0.136023768638823,0.40251995019922,0.257987595433405,0.0559243421151978,0.296475620082851,0.324372587777327,0.129663797969674,0.107323468685012,0.0778779722569131,0.144003975683895,0.32861918974407,0.224503264209666,0.110550881397399,0.241042969378483,0.353345120990702,0.40062172223664,0.103130501466614,-0.0050515073387553,0.102376765480947
